timestamp,location,pm1_0,pm2_5,pm10,cnt0_3,cnt0_5,cnt1_0,cnt2_5,cnt5_0,cnt10_0,mq135_adc,mq136_adc,mics_red_adc,mics_nox_adc,mp135_adc,temperature,humidity,aqi,aqi_category,is_hazard
2023-02-17T19:00,gazipur,72.1,124.3,178.3,5950,1736,434,93,22,4,2558,1518,3347,2254,2263,18.7,66.0,187,Unhealthy,1
2023-02-17T20:00,gazipur,74.5,128.5,184.4,6180,1791,448,96,23,5,2589,1518,3410,2266,2286,16.8,76.0,189,Unhealthy,1
2023-02-17T21:00,gazipur,76.7,132.2,189.5,6337,1856,464,99,23,5,2637,1524,3454,2248,2318,17.9,69.0,191,Unhealthy,1
2023-02-17T22:00,gazipur,78.6,135.5,194.6,6485,1891,474,101,24,5,2709,1525,3517,2250,2378,15.4,82.0,192,Unhealthy,1
2023-02-17T23:00,gazipur,81.3,140.2,201.2,6737,1967,490,104,25,5,2749,1531,3621,2269,2420,15.3,82.0,195,Unhealthy,1
2023-02-18T00:00,gazipur,78.3,135.0,194.2,6456,1891,471,101,24,5,2579,1512,3353,2151,2283,15.5,86.0,192,Unhealthy,1
2023-02-18T01:00,gazipur,78.3,135.0,193.7,6482,1896,474,100,24,5,2557,1507,3335,2152,2276,16.4,85.0,192,Unhealthy,1
2023-02-18T02:00,gazipur,74.8,129.0,184.9,6198,1807,449,96,23,5,2503,1477,3271,2116,2224,19.9,71.0,189,Unhealthy,1
2023-02-18T03:00,gazipur,72.9,125.7,180.2,6039,1761,438,95,22,5,2458,1464,3195,2055,2181,23.4,59.0,187,Unhealthy,1
2023-02-18T04:00,gazipur,55.6,95.9,137.8,4607,1344,336,70,17,3,2159,1361,2825,1824,1948,25.9,52.0,172,Unhealthy,1
2023-02-18T05:00,gazipur,42.5,73.3,106.4,3516,1023,255,55,13,2,1939,1270,2519,1587,1740,27.5,47.0,160,Unhealthy,1
2023-02-18T06:00,gazipur,37.3,64.3,94.8,3073,904,223,48,11,2,1811,1235,2334,1430,1651,28.5,44.0,156,Unhealthy,1
2023-02-18T07:00,gazipur,34.5,59.5,88.5,2872,828,210,44,10,2,1746,1188,2269,1374,1608,28.9,43.0,153,Unhealthy,1
2023-02-18T08:00,gazipur,32.1,55.4,82.7,2682,779,193,41,9,2,1725,1134,2223,1323,1570,28.0,47.0,150,Unhealthy for Sensitive Groups,1
2023-02-18T09:00,gazipur,30.9,53.3,79.6,2552,743,187,39,9,2,1697,1111,2208,1335,1560,28.0,47.0,145,Unhealthy for Sensitive Groups,1
2023-02-18T10:00,gazipur,30.3,52.2,78.0,2512,734,182,39,9,2,1700,1093,2232,1360,1575,28.0,47.0,142,Unhealthy for Sensitive Groups,1
2023-02-18T11:00,gazipur,33.3,57.4,85.2,2745,805,199,42,10,2,1763,1118,2311,1462,1630,27.1,56.0,152,Unhealthy,1
2023-02-18T12:00,gazipur,47.0,81.0,119.2,3879,1143,282,60,14,3,1997,1207,2606,1666,1811,24.8,59.0,164,Unhealthy,1
2023-02-18T13:00,gazipur,48.9,84.3,123.9,4016,1178,293,63,15,3,2031,1213,2665,1698,1842,23.8,67.0,166,Unhealthy,1
2023-02-18T14:00,gazipur,49.7,85.7,126.2,4134,1213,299,64,15,3,2057,1202,2704,1749,1872,23.1,73.0,167,Unhealthy,1
2023-02-18T15:00,gazipur,49.5,85.4,126.2,4085,1200,301,63,15,3,2103,1207,2725,1745,1854,22.1,78.0,166,Unhealthy,1
2023-02-18T16:00,gazipur,48.9,84.3,125.3,4043,1179,294,62,15,3,2079,1191,2687,1732,1860,20.7,85.0,166,Unhealthy,1
2023-02-18T17:00,gazipur,46.9,80.8,120.6,3899,1126,280,59,14,3,2012,1183,2681,1717,1824,19.7,90.0,164,Unhealthy,1
2023-02-18T18:00,gazipur,46.3,79.9,119.7,3845,1122,279,60,14,3,1991,1177,2607,1680,1802,19.5,92.0,164,Unhealthy,1
2023-02-18T19:00,gazipur,47.7,82.2,122.9,3939,1145,288,61,14,3,2010,1164,2621,1657,1821,18.9,95.0,165,Unhealthy,1
2023-02-18T20:00,gazipur,51.7,89.2,132.7,4282,1253,311,66,16,3,2042,1195,2658,1658,1849,18.0,98.0,168,Unhealthy,1
2023-02-18T21:00,gazipur,52.3,90.1,134.1,4298,1262,314,67,16,3,2044,1208,2663,1639,1843,18.1,98.0,169,Unhealthy,1
2023-02-18T22:00,gazipur,55.5,95.7,141.1,4587,1336,334,71,17,3,2102,1245,2704,1668,1891,17.8,99.0,172,Unhealthy,1
2023-02-18T23:00,gazipur,58.5,100.8,148.1,4838,1405,354,75,18,4,2162,1256,2773,1703,1950,17.0,99.0,174,Unhealthy,1
2023-02-19T00:00,gazipur,53.1,91.5,133.6,4391,1283,318,68,16,3,2037,1216,2669,1605,1847,17.9,100.0,170,Unhealthy,1
2023-02-19T01:00,gazipur,56.3,97.1,141.1,4679,1366,341,72,17,3,2101,1229,2718,1650,1893,18.0,99.0,172,Unhealthy,1
2023-02-19T02:00,gazipur,57.4,99.0,144.4,4731,1396,346,74,17,3,2088,1248,2750,1700,1923,20.2,92.0,173,Unhealthy,1
2023-02-19T03:00,gazipur,53.2,91.7,135.5,4405,1274,320,68,16,3,2057,1225,2665,1655,1870,23.3,79.0,170,Unhealthy,1
2023-02-19T04:00,gazipur,45.2,78.0,116.6,3763,1086,274,58,14,3,1927,1198,2506,1544,1762,25.6,66.0,163,Unhealthy,1
2023-02-19T05:00,gazipur,40.8,70.3,105.9,3381,980,245,52,12,2,1856,1165,2402,1476,1693,27.0,58.0,159,Unhealthy,1
2023-02-19T06:00,gazipur,39.0,67.3,101.3,3220,942,236,50,12,2,1803,1160,2345,1419,1639,27.6,55.0,157,Unhealthy,1
2023-02-19T07:00,gazipur,36.5,62.9,94.8,3006,884,219,46,11,2,1762,1114,2286,1408,1601,28.3,51.0,155,Unhealthy,1
2023-02-19T08:00,gazipur,34.3,59.1,88.9,2851,829,206,43,10,2,1729,1109,2235,1357,1574,29.0,46.0,153,Unhealthy,1
2023-02-19T09:00,gazipur,33.3,57.4,86.4,2744,806,201,42,10,2,1707,1101,2219,1360,1568,29.1,45.0,152,Unhealthy,1
2023-02-19T10:00,gazipur,32.9,56.7,85.0,2684,791,198,42,10,2,1690,1091,2225,1388,1571,29.0,44.0,152,Unhealthy,1
2023-02-19T11:00,gazipur,33.7,58.1,86.8,2798,818,203,43,10,2,1745,1083,2256,1450,1600,28.1,49.0,152,Unhealthy,1
2023-02-19T12:00,gazipur,52.4,90.3,132.7,4324,1268,314,67,16,3,2040,1235,2648,1718,1852,24.3,65.0,169,Unhealthy,1
2023-02-19T13:00,gazipur,60.1,103.6,151.3,4963,1454,363,77,18,4,2227,1299,2870,1835,1990,23.7,66.0,176,Unhealthy,1
2023-02-19T14:00,gazipur,67.8,116.9,170.4,5606,1639,409,87,21,4,2412,1352,3170,2033,2152,22.7,66.0,183,Unhealthy,1
2023-02-19T15:00,gazipur,74.5,128.5,186.7,6181,1798,449,96,23,5,2619,1408,3443,2185,2304,21.7,70.0,189,Unhealthy,1
2023-02-19T16:00,gazipur,78.3,135.0,196.5,6465,1888,473,101,24,5,2729,1432,3559,2249,2384,20.5,78.0,192,Unhealthy,1
2023-02-19T17:00,gazipur,80.7,139.2,202.1,6702,1953,484,104,25,5,2782,1465,3633,2255,2430,20.3,78.0,194,Unhealthy,1
2023-02-19T18:00,gazipur,81.5,140.6,204.0,6738,1965,492,105,25,5,2823,1469,3703,2244,2449,20.5,76.0,195,Unhealthy,1
2023-02-19T19:00,gazipur,81.8,141.1,204.9,6771,1968,493,105,25,5,2799,1454,3668,2252,2438,21.8,70.0,195,Unhealthy,1
2023-02-19T20:00,gazipur,80.7,139.2,202.1,6657,1939,484,104,25,5,2742,1453,3572,2223,2398,19.7,80.0,194,Unhealthy,1
2023-02-19T21:00,gazipur,79.4,136.9,198.4,6567,1921,479,102,24,5,2675,1438,3525,2197,2357,18.4,87.0,193,Unhealthy,1
2023-02-19T22:00,gazipur,78.6,135.5,196.5,6486,1905,475,102,24,5,2666,1430,3483,2166,2347,17.9,90.0,192,Unhealthy,1
2023-02-19T23:00,gazipur,79.1,136.4,197.4,6554,1913,477,102,24,5,2668,1439,3480,2151,2344,17.6,92.0,193,Unhealthy,1
2023-02-20T00:00,gazipur,63.6,109.7,159.3,5298,1539,384,82,19,4,2268,1300,2927,1827,2010,17.5,96.0,179,Unhealthy,1
2023-02-20T01:00,gazipur,73.2,126.2,182.5,6076,1767,441,94,22,5,2386,1384,3103,1925,2159,18.1,96.0,188,Unhealthy,1
2023-02-20T02:00,gazipur,72.9,125.7,181.1,6044,1763,440,93,22,5,2370,1387,3091,1942,2153,20.8,85.0,187,Unhealthy,1
2023-02-20T03:00,gazipur,60.4,104.1,151.3,4965,1457,365,78,18,4,2222,1314,2879,1827,1985,23.8,76.0,176,Unhealthy,1
2023-02-20T04:00,gazipur,52.7,90.8,133.2,4319,1275,317,68,16,3,2078,1257,2724,1695,1889,26.2,63.0,169,Unhealthy,1
2023-02-20T05:00,gazipur,48.1,82.9,122.0,3979,1162,288,61,14,3,1967,1242,2582,1576,1779,27.7,53.0,165,Unhealthy,1
2023-02-20T06:00,gazipur,48.9,84.3,123.9,4048,1173,292,62,15,3,1972,1263,2550,1543,1794,28.5,48.0,166,Unhealthy,1
2023-02-20T07:00,gazipur,48.1,82.9,121.5,3985,1162,290,62,14,3,1925,1235,2519,1509,1760,29.2,44.0,165,Unhealthy,1
2023-02-20T08:00,gazipur,46.2,79.6,116.6,3807,1106,275,60,14,3,1924,1191,2472,1484,1745,29.4,42.0,163,Unhealthy,1
2023-02-20T09:00,gazipur,43.9,75.7,110.8,3633,1066,265,57,13,3,1879,1163,2439,1452,1725,29.5,42.0,161,Unhealthy,1
2023-02-20T10:00,gazipur,42.8,73.8,108.0,3548,1031,257,55,13,2,1864,1148,2416,1491,1709,29.1,43.0,160,Unhealthy,1
2023-02-20T11:00,gazipur,43.1,74.3,108.5,3593,1034,265,56,13,2,1892,1163,2472,1551,1724,28.2,47.0,161,Unhealthy,1
2023-02-20T12:00,gazipur,60.1,103.6,149.9,4990,1450,361,77,18,4,2197,1275,2833,1778,1945,25.3,63.0,176,Unhealthy,1
2023-02-20T13:00,gazipur,67.2,115.9,167.6,5572,1628,408,87,20,4,2318,1342,3017,1926,2076,23.8,69.0,182,Unhealthy,1
2023-02-20T14:00,gazipur,73.2,126.2,182.1,6060,1766,443,94,22,5,2471,1415,3221,2080,2213,22.6,75.0,188,Unhealthy,1
2023-02-20T15:00,gazipur,74.0,127.6,183.9,6117,1784,447,96,22,5,2548,1452,3301,2181,2227,22.0,77.0,188,Unhealthy,1
2023-02-20T16:00,gazipur,73.2,126.2,181.6,6064,1767,445,94,22,5,2528,1461,3286,2201,2234,21.7,78.0,188,Unhealthy,1
2023-02-20T17:00,gazipur,73.7,127.1,183.0,6116,1782,443,95,22,5,2517,1464,3277,2203,2246,21.2,80.0,188,Unhealthy,1
2023-02-20T18:00,gazipur,71.0,122.5,176.5,5899,1717,428,92,22,4,2469,1421,3216,2169,2187,21.0,80.0,186,Unhealthy,1
2023-02-20T19:00,gazipur,69.7,120.1,173.2,5793,1684,421,90,21,4,2417,1418,3152,2159,2157,20.2,83.0,184,Unhealthy,1
2023-02-20T20:00,gazipur,68.6,118.3,170.4,5666,1657,413,88,21,4,2381,1389,3119,2124,2133,19.8,84.0,183,Unhealthy,1
2023-02-20T21:00,gazipur,67.8,116.9,168.6,5602,1626,408,87,21,4,2354,1388,3094,2069,2097,19.4,86.0,183,Unhealthy,1
2023-02-20T22:00,gazipur,67.4,116.2,167.6,5558,1616,406,87,20,4,2356,1391,3059,2044,2104,19.9,84.0,182,Unhealthy,1
2023-02-20T23:00,gazipur,66.6,114.8,165.3,5511,1606,405,86,20,4,2366,1368,3038,2046,2101,19.2,88.0,182,Unhealthy,1
2023-02-21T00:00,gazipur,55.0,94.8,136.9,4537,1323,333,70,17,3,2155,1235,2796,1846,1928,20.3,93.0,171,Unhealthy,1
2023-02-21T01:00,gazipur,54.0,93.1,135.0,4462,1302,326,69,16,3,2118,1239,2761,1801,1892,20.9,92.0,170,Unhealthy,1
2023-02-21T02:00,gazipur,48.4,83.4,121.1,4023,1171,292,61,15,3,2033,1191,2633,1748,1853,22.6,87.0,165,Unhealthy,1
2023-02-21T03:00,gazipur,37.4,64.5,95.2,3104,891,225,48,11,2,1838,1110,2402,1570,1681,24.6,81.0,156,Unhealthy,1
2023-02-21T04:00,gazipur,30.2,52.0,77.8,2505,734,184,38,9,2,1716,1049,2240,1448,1567,26.8,70.0,142,Unhealthy for Sensitive Groups,1
2023-02-21T05:00,gazipur,25.0,43.1,65.0,2047,599,150,32,7,1,1606,1021,2139,1345,1475,28.5,58.0,120,Unhealthy for Sensitive Groups,1
2023-02-21T06:00,gazipur,25.8,44.4,66.8,2148,613,156,32,7,1,1617,1046,2088,1314,1472,29.1,54.0,123,Unhealthy for Sensitive Groups,1
2023-02-21T07:00,gazipur,27.2,46.9,70.1,2280,665,163,34,8,1,1590,1050,2081,1309,1491,29.2,54.0,129,Unhealthy for Sensitive Groups,1
2023-02-21T08:00,gazipur,27.3,47.1,70.3,2232,663,163,35,8,1,1618,1065,2104,1297,1479,29.2,55.0,130,Unhealthy for Sensitive Groups,1
2023-02-21T09:00,gazipur,26.7,46.1,68.5,2220,650,160,34,8,1,1595,1046,2087,1295,1483,29.7,51.0,127,Unhealthy for Sensitive Groups,1
2023-02-21T10:00,gazipur,26.6,45.9,68.5,2184,640,160,34,8,1,1609,1037,2083,1298,1477,29.5,51.0,127,Unhealthy for Sensitive Groups,1
2023-02-21T11:00,gazipur,27.1,46.7,69.2,2255,651,164,34,8,1,1651,1055,2151,1361,1503,28.9,54.0,129,Unhealthy for Sensitive Groups,1
2023-02-21T12:00,gazipur,32.0,55.2,81.7,2655,765,194,41,9,2,1726,1070,2226,1461,1578,25.3,71.0,150,Unhealthy for Sensitive Groups,1
2023-02-21T13:00,gazipur,36.5,62.9,92.4,3000,875,222,47,11,2,1779,1102,2335,1551,1638,24.1,78.0,155,Unhealthy,1
2023-02-21T14:00,gazipur,39.4,68.0,99.9,3274,947,238,51,12,2,1855,1124,2441,1644,1696,22.9,84.0,157,Unhealthy,1
2023-02-21T15:00,gazipur,39.4,68.0,99.7,3265,952,240,51,12,2,1885,1137,2485,1704,1706,22.4,85.0,157,Unhealthy,1
2023-02-21T16:00,gazipur,37.1,64.0,94.3,3074,892,220,49,11,2,1864,1101,2430,1692,1685,21.9,86.0,155,Unhealthy,1
2023-02-21T17:00,gazipur,34.7,59.8,88.7,2884,848,211,45,10,2,1812,1104,2394,1650,1639,21.8,85.0,153,Unhealthy,1
2023-02-21T18:00,gazipur,31.6,54.4,81.0,2593,763,189,40,9,2,1756,1066,2306,1580,1599,21.7,85.0,148,Unhealthy for Sensitive Groups,1
2023-02-21T19:00,gazipur,28.3,48.8,73.6,2331,678,170,36,8,1,1699,1033,2221,1502,1545,21.5,88.0,134,Unhealthy for Sensitive Groups,1
2023-02-21T20:00,gazipur,26.2,45.1,68.2,2153,627,158,34,8,1,1664,1017,2145,1427,1513,21.2,92.0,125,Unhealthy for Sensitive Groups,1
2023-02-21T21:00,gazipur,24.2,41.8,62.2,2013,581,146,30,7,1,1599,995,2062,1351,1468,21.0,96.0,117,Unhealthy for Sensitive Groups,1
2023-02-21T22:00,gazipur,23.0,39.6,58.3,1924,561,138,30,7,1,1535,986,2035,1311,1428,20.9,98.0,111,Unhealthy for Sensitive Groups,1
2023-02-21T23:00,gazipur,22.2,38.3,56.1,1853,535,133,28,6,1,1539,978,1996,1291,1425,21.0,99.0,108,Unhealthy for Sensitive Groups,1
2023-02-22T00:00,gazipur,21.5,37.0,54.2,1787,524,129,28,6,1,1529,972,1968,1256,1405,21.8,100.0,105,Unhealthy for Sensitive Groups,1
2023-02-22T01:00,gazipur,22.9,39.5,58.3,1869,552,137,29,7,1,1529,980,1978,1273,1420,21.8,99.0,111,Unhealthy for Sensitive Groups,1
2023-02-22T02:00,gazipur,22.3,38.5,56.8,1850,544,137,28,6,1,1526,972,2007,1279,1399,22.5,94.0,108,Unhealthy for Sensitive Groups,1
2023-02-22T03:00,gazipur,23.8,41.1,61.0,1991,565,145,30,7,1,1537,1000,2019,1286,1432,24.3,82.0,115,Unhealthy for Sensitive Groups,1
2023-02-22T04:00,gazipur,25.1,43.3,64.3,2052,597,149,33,7,1,1587,987,2028,1306,1456,26.5,69.0,120,Unhealthy for Sensitive Groups,1
2023-02-22T05:00,gazipur,26.3,45.3,67.1,2167,631,160,33,8,1,1591,1014,2082,1302,1461,28.3,62.0,125,Unhealthy for Sensitive Groups,1
2023-02-22T06:00,gazipur,26.9,46.4,68.9,2258,652,163,34,8,1,1594,1039,2084,1285,1491,29.7,57.0,128,Unhealthy for Sensitive Groups,1
2023-02-22T07:00,gazipur,27.1,46.8,69.4,2240,650,163,35,8,1,1605,1050,2085,1285,1483,30.8,50.0,129,Unhealthy for Sensitive Groups,1
2023-02-22T08:00,gazipur,26.3,45.3,67.3,2148,638,156,33,8,1,1592,1020,2079,1272,1482,31.4,44.0,125,Unhealthy for Sensitive Groups,1
2023-02-22T09:00,gazipur,24.6,42.4,63.1,2028,595,147,31,7,1,1569,1014,2040,1290,1451,31.0,45.0,118,Unhealthy for Sensitive Groups,1
2023-02-22T10:00,gazipur,22.2,38.2,56.9,1842,535,132,27,6,1,1551,1007,2002,1263,1420,31.3,39.0,108,Unhealthy for Sensitive Groups,1
2023-02-22T11:00,gazipur,22.8,39.3,58.4,1903,553,133,29,7,1,1551,1021,2015,1323,1436,30.3,42.0,110,Unhealthy for Sensitive Groups,1
2023-02-22T12:00,gazipur,23.0,39.7,59.8,1891,553,139,29,7,1,1560,1012,2045,1338,1456,27.2,52.0,111,Unhealthy for Sensitive Groups,1
2023-02-22T13:00,gazipur,25.4,43.8,65.7,2126,609,153,32,7,1,1596,1027,2083,1369,1473,26.0,55.0,121,Unhealthy for Sensitive Groups,1
2023-02-22T14:00,gazipur,24.8,42.7,64.5,2059,592,148,32,7,1,1606,1016,2078,1403,1471,25.7,60.0,119,Unhealthy for Sensitive Groups,1
2023-02-22T15:00,gazipur,23.5,40.6,62.2,1932,570,141,29,7,1,1576,1017,2076,1376,1464,25.6,62.0,114,Unhealthy for Sensitive Groups,1
2023-02-22T16:00,gazipur,22.3,38.5,59.5,1837,542,133,28,6,1,1569,989,2064,1344,1438,24.6,68.0,108,Unhealthy for Sensitive Groups,1
2023-02-22T17:00,gazipur,22.3,38.5,59.6,1875,536,133,29,6,1,1562,994,2008,1319,1428,23.5,76.0,108,Unhealthy for Sensitive Groups,1
2023-02-22T18:00,gazipur,22.0,38.0,58.9,1828,534,132,28,6,1,1521,977,1992,1297,1420,22.8,83.0,107,Unhealthy for Sensitive Groups,1
2023-02-22T19:00,gazipur,21.6,37.3,57.7,1792,518,131,28,6,1,1527,970,1981,1276,1405,22.1,90.0,105,Unhealthy for Sensitive Groups,1
2023-02-22T20:00,gazipur,21.3,36.7,56.3,1765,506,127,27,6,1,1505,979,1989,1257,1396,21.5,95.0,104,Unhealthy for Sensitive Groups,1
2023-02-22T21:00,gazipur,21.2,36.6,54.8,1746,517,128,27,6,1,1509,978,1956,1261,1410,21.3,96.0,104,Unhealthy for Sensitive Groups,1
2023-02-22T22:00,gazipur,21.1,36.3,53.6,1729,505,126,27,6,1,1507,970,1947,1254,1398,21.1,97.0,103,Unhealthy for Sensitive Groups,1
2023-02-22T23:00,gazipur,20.7,35.7,52.4,1704,495,125,27,6,1,1488,965,1949,1261,1400,21.1,98.0,101,Unhealthy for Sensitive Groups,1
2023-02-23T00:00,gazipur,19.9,34.3,50.2,1648,478,121,24,6,1,1478,956,1950,1248,1389,21.0,98.0,98,Moderate,0
2023-02-23T01:00,gazipur,20.2,34.9,51.2,1652,489,121,26,6,1,1510,976,1957,1248,1374,22.1,94.0,99,Moderate,0
2023-02-23T02:00,gazipur,20.5,35.3,52.2,1683,486,120,26,6,1,1503,974,1963,1251,1408,23.6,87.0,100,Moderate,0
2023-02-23T03:00,gazipur,20.9,36.1,54.7,1733,510,126,27,6,1,1515,966,1999,1280,1394,25.3,77.0,102,Unhealthy for Sensitive Groups,1
2023-02-23T04:00,gazipur,20.8,35.9,54.7,1727,497,123,26,6,1,1515,974,1975,1263,1397,27.4,66.0,102,Unhealthy for Sensitive Groups,1
2023-02-23T05:00,gazipur,20.8,35.9,54.8,1714,493,126,27,6,1,1512,969,1975,1240,1402,29.1,57.0,102,Unhealthy for Sensitive Groups,1
2023-02-23T06:00,gazipur,22.3,38.4,58.6,1842,536,133,28,6,1,1529,992,1984,1237,1421,30.5,46.0,108,Unhealthy for Sensitive Groups,1
2023-02-23T07:00,gazipur,22.1,38.1,58.0,1805,535,130,28,6,1,1518,999,1990,1235,1399,31.5,38.0,107,Unhealthy for Sensitive Groups,1
2023-02-23T08:00,gazipur,22.3,38.5,58.4,1848,542,135,28,6,1,1525,1003,1982,1243,1434,31.8,35.0,108,Unhealthy for Sensitive Groups,1
2023-02-23T09:00,gazipur,20.9,36.0,54.5,1701,507,126,26,6,1,1520,985,1985,1226,1396,31.8,34.0,102,Unhealthy for Sensitive Groups,1
2023-02-23T10:00,gazipur,19.8,34.2,51.8,1643,478,122,24,6,1,1522,977,1970,1231,1380,31.4,34.0,97,Moderate,0
2023-02-23T11:00,gazipur,20.5,35.3,52.7,1697,487,124,25,6,1,1516,984,1997,1304,1414,29.8,41.0,100,Moderate,0
2023-02-23T12:00,gazipur,26.3,45.4,66.8,2184,626,158,34,8,1,1662,1034,2133,1428,1511,25.4,55.0,125,Unhealthy for Sensitive Groups,1
2023-02-23T13:00,gazipur,32.8,56.5,82.7,2711,788,197,42,10,2,1786,1070,2312,1572,1608,24.1,56.0,152,Unhealthy,1
2023-02-23T14:00,gazipur,35.5,61.2,89.4,2905,855,213,46,11,2,1873,1108,2441,1640,1698,23.4,56.0,154,Unhealthy,1
2023-02-23T15:00,gazipur,35.1,60.5,88.2,2916,839,211,45,10,2,1897,1098,2480,1684,1721,22.4,59.0,154,Unhealthy,1
2023-02-23T16:00,gazipur,32.7,56.3,83.1,2694,785,197,42,10,2,1854,1090,2442,1662,1661,22.8,66.0,151,Unhealthy,1
2023-02-23T17:00,gazipur,29.9,51.5,77.1,2485,719,182,38,9,2,1775,1053,2353,1623,1606,22.6,86.0,140,Unhealthy for Sensitive Groups,1
2023-02-23T18:00,gazipur,26.8,46.2,70.8,2211,646,163,35,8,1,1669,1039,2218,1537,1551,22.2,91.0,127,Unhealthy for Sensitive Groups,1
2023-02-23T19:00,gazipur,24.2,41.7,64.7,1997,582,145,31,7,1,1605,1018,2117,1459,1486,21.9,93.0,116,Unhealthy for Sensitive Groups,1
2023-02-23T20:00,gazipur,23.1,39.8,60.8,1897,550,138,28,7,1,1577,986,2065,1382,1455,21.3,97.0,112,Unhealthy for Sensitive Groups,1
2023-02-23T21:00,gazipur,22.3,38.4,57.7,1864,537,135,28,6,1,1551,985,2029,1308,1434,20.5,98.0,108,Unhealthy for Sensitive Groups,1
2023-02-23T22:00,gazipur,22.3,38.5,57.4,1865,545,136,28,6,1,1546,977,2022,1270,1428,20.7,98.0,108,Unhealthy for Sensitive Groups,1
2023-02-23T23:00,gazipur,23.3,40.2,59.4,1937,567,140,30,7,1,1577,980,2034,1291,1443,21.5,97.0,113,Unhealthy for Sensitive Groups,1
2023-02-24T00:00,gazipur,22.4,38.6,57.7,1881,537,135,29,6,1,1529,952,1976,1262,1421,21.9,98.0,109,Unhealthy for Sensitive Groups,1
2023-02-24T01:00,gazipur,21.5,37.1,55.5,1800,524,132,27,6,1,1519,960,1983,1263,1429,22.7,94.0,105,Unhealthy for Sensitive Groups,1
2023-02-24T02:00,gazipur,20.5,35.3,52.7,1716,486,123,27,6,1,1514,953,1991,1267,1397,23.6,86.0,100,Moderate,0
2023-02-24T03:00,gazipur,21.3,36.7,55.4,1771,513,127,27,6,1,1528,974,1991,1271,1401,25.5,75.0,104,Unhealthy for Sensitive Groups,1
2023-02-24T04:00,gazipur,21.5,37.1,56.5,1797,513,130,27,6,1,1546,996,1984,1287,1416,27.2,68.0,105,Unhealthy for Sensitive Groups,1
2023-02-24T05:00,gazipur,21.9,37.8,57.7,1815,529,134,28,6,1,1540,993,2002,1285,1417,28.7,63.0,107,Unhealthy for Sensitive Groups,1
2023-02-24T06:00,gazipur,22.4,38.6,58.7,1860,541,135,29,6,1,1557,994,2027,1280,1422,29.9,56.0,109,Unhealthy for Sensitive Groups,1
2023-02-24T07:00,gazipur,22.5,38.8,58.9,1851,547,139,29,6,1,1535,1016,1981,1256,1443,30.6,51.0,109,Unhealthy for Sensitive Groups,1
2023-02-24T08:00,gazipur,22.3,38.5,58.3,1823,545,133,28,6,1,1540,1005,2018,1256,1425,31.0,47.0,108,Unhealthy for Sensitive Groups,1
2023-02-24T09:00,gazipur,23.0,39.7,59.8,1898,552,142,30,7,1,1551,1004,2022,1248,1426,31.0,44.0,111,Unhealthy for Sensitive Groups,1
2023-02-24T10:00,gazipur,23.8,41.1,61.9,1973,574,145,30,7,1,1597,1034,2063,1317,1459,29.9,44.0,115,Unhealthy for Sensitive Groups,1
2023-02-24T11:00,gazipur,26.9,46.3,69.4,2218,643,162,34,8,1,1639,1051,2129,1391,1498,28.0,55.0,128,Unhealthy for Sensitive Groups,1
2023-02-24T12:00,gazipur,39.4,68.0,100.1,3282,956,236,51,12,2,1845,1130,2405,1537,1674,23.3,76.0,157,Unhealthy,1
2023-02-24T13:00,gazipur,39.6,68.2,100.4,3261,948,239,50,12,2,1826,1124,2388,1524,1657,22.9,78.0,158,Unhealthy,1
2023-02-24T14:00,gazipur,36.7,63.3,93.4,3059,891,219,47,11,2,1807,1105,2331,1490,1639,22.4,80.0,155,Unhealthy,1
2023-02-24T15:00,gazipur,34.5,59.4,87.3,2856,829,208,44,10,2,1759,1085,2297,1466,1602,22.3,82.0,153,Unhealthy,1
2023-02-24T16:00,gazipur,37.8,65.2,95.7,3124,902,228,49,11,2,1820,1094,2360,1516,1664,21.7,89.0,156,Unhealthy,1
2023-02-24T17:00,gazipur,43.1,74.3,108.7,3579,1044,258,55,13,2,1917,1149,2477,1588,1707,21.3,92.0,161,Unhealthy,1
2023-02-24T18:00,gazipur,47.2,81.3,118.7,3897,1139,284,61,14,3,1959,1201,2559,1645,1783,20.9,95.0,164,Unhealthy,1
2023-02-24T19:00,gazipur,47.6,82.0,119.7,3949,1146,286,61,14,3,1956,1202,2558,1641,1782,20.7,95.0,165,Unhealthy,1
2023-02-24T20:00,gazipur,43.7,75.4,109.7,3625,1057,265,56,13,3,1895,1186,2452,1587,1738,20.6,95.0,161,Unhealthy,1
2023-02-24T21:00,gazipur,40.8,70.3,102.0,3333,988,245,52,12,2,1858,1155,2373,1520,1685,20.3,96.0,159,Unhealthy,1
2023-02-24T22:00,gazipur,39.0,67.3,97.3,3236,940,236,51,12,2,1797,1149,2363,1492,1657,19.7,97.0,157,Unhealthy,1
2023-02-24T23:00,gazipur,38.3,66.1,95.7,3151,932,232,49,11,2,1796,1136,2320,1474,1634,19.5,97.0,156,Unhealthy,1
2023-02-25T00:00,gazipur,38.6,66.6,96.4,3207,935,233,49,11,2,1801,1120,2319,1485,1634,19.6,98.0,157,Unhealthy,1
2023-02-25T01:00,gazipur,44.1,76.1,110.1,3660,1059,262,57,13,3,1877,1169,2438,1551,1724,20.1,97.0,162,Unhealthy,1
2023-02-25T02:00,gazipur,42.9,74.0,107.1,3550,1033,260,55,13,2,1857,1155,2407,1531,1710,22.1,89.0,161,Unhealthy,1
